id,match_type,similarity,similarity_offset,vec_sim,hybrid_sim,levenshtein,stoilos,fuzzy_score,metriclcs,tfidf_cosine,dice,monge_elkan,parent_overlap,children_overlap,avg_context_overlap,prefix_overlap,suffix_overlap,context_string_overlap,context_string_overlap_offset,has_parents,has_children,depth_difference,class
EKAW-SC_Member-IASTED-IASTED_member,Type1,0.7265,0.0508,0.5,0.5,0.6154,0.7265,0,0.6154,0.3964,0.5556,0.75,0.1911,0,0.397,0.0,0.7777777777777778,0.1911,0,both,none,0.0,N
EKAW-Conference-IASTED-Conference_hotel,Type1,0.94,0,0.6073,0.6073,0.625,0.94,0.6087,0.625,0.6388,0.7273,0.7746,0.0951,0,0.1276,1.0,0.0,0.0951,0.0218,both,none,0.0,N
EKAW-Social_Event-IASTED-Social_program,Type1,0.7139,0.3073,0.6637,0.6637,0.5,0.7139,0.475,0.5,0.5673,0.4545,0.5401,0.257,0.8516,0.4427,0.5833333333333334,0.0,0.7535,0.5594,both,both,0.08333333333333337,N
EKAW-Event-IASTED-Dinner_banquet,Type1,0.4067,0.0731,0.4067,0.4067,0.2143,0,0,0.2143,0,0,0.2739,0,0,0,0.0,0.2,0.4601,0.269,one,one,0.6666666666666667,N
EKAW-PC_Member-IASTED-IASTED_member,Type1,0.7265,0.0508,0.5,0.5,0.5385,0.7265,0,0.5385,0.4442,0.5556,0.5401,0.0731,0,0.0244,0.0,0.7777777777777778,0.1724,0,both,one,0.25,N
EKAW-Accepted_Paper-IASTED-Accepting_manuscript,Type1,0.6169,0.2752,0.4974,0.4974,0.45,0.6169,0.2759,0.45,0,0.2667,0.4873,0.0817,0,0.1466,0.42857142857142855,0.0,0.0817,0,both,none,0.0,N
EKAW-Tutorial_Chair-IASTED-Tutorial_speaker,Type1,0.7681,0.1163,0.6984,0.6984,0.6875,0.7681,0.5435,0.6875,0.653,0.5385,0.6,0.0961,0,0.1743,0.6428571428571429,0.07142857142857142,0.0847,-0.1349,both,none,0.0,N
EKAW-Conference_Participant-IASTED-Conference_hotel,Type1,0.7667,0.043,0.6073,0.6073,0.5455,0.7667,0.4844,0.5455,0.3782,0.5294,0.6,0.1575,0,0.171,0.6875,0.0,0.0856,-0.164,both,one,0.33333333333333337,N
EKAW-Positive_Review-IASTED-Review,Type1,0.8,0.5377,0.5559,0.5559,0.4,0.8,0.3721,0.4,0.5605,0.4706,0.7906,0.2714,0,0.1562,0.0,1.0,0.2714,0.1073,both,none,0.0,N
EKAW-Poster_Session-IASTED-Session,Type2,0.85,0.1556,0.5191,0.5191,0.5,0.85,0.275,0.5,0.5236,0.5882,0.7906,0.2996,0,0.2571,0.0,1.0,0.2912,0.17,both,one,0.19999999999999996,N
EKAW-Conference_Trip-IASTED-Conference_days,Type2,0.863,0,0.6197,0.6197,0.7333,0.863,0.7209,0.7333,0.2078,0.6923,0.559,0.1155,0,0.1048,0.7333333333333333,0.0,0.259,0.0721,both,one,0.33333333333333337,N
EKAW-Presenter-IASTED-Presenter_city,Type2,0.9455,0.0107,0.5,0.5,0.6429,0.9455,0.625,0.6429,0.6869,0.7368,0.7906,0.0385,0,0.0914,1.0,0.0,0.0233,-0.0619,both,one,0.25,N
EKAW-Conference_Proceedings-IASTED-Conference_building,Type2,0.8687,0.0838,0.5736,0.5736,0.6818,0.8687,0.4844,0.6818,0.289,0.5946,0.75,0.0425,0,0.0142,0.5789473684210527,0.0,0.0425,-0.0511,both,none,0.0,N
EKAW-Demo_Session-IASTED-Session,Type2,0.8889,0.1496,0.6097,0.6097,0.5833,0.8889,0.5588,0.5833,0.5694,0.6667,0.7906,0.2996,0,0.2571,0.0,1.0,0.2912,0.17,both,one,0.19999999999999996,N
EKAW-Proceedings-IASTED-Book_proceeding,Type2,0.8825,0.0213,0.3409,0.3409,0.6,0.8825,0,0.6667,0,0.7273,0.7906,0.1085,0,0.0362,0.0,0.0,0.1298,0,both,one,0.25,N
EKAW-Conference-IASTED-Conference_days,Type2,0.95,0,0.536,0.536,0.6667,0.95,0.6512,0.6667,0.4334,0.7619,0.7071,0.1106,0,0.1517,1.0,0.0,0.259,0.0998,both,one,0.33333333333333337,N
EKAW-Tutorial_Chair-IASTED-Tutorial,Type2,0.9286,0.1604,0.5015,0.5015,0.5714,0.9286,0.55,0.5714,0.7874,0.6667,0.7746,0.2102,0,0.2598,1.0,0.0,0.1269,0.0422,both,none,0.0,N
EKAW-Student-IASTED-Student_registration_fee,Type3,0.8448,-0.0461,0.4128,0.4128,0.2917,0.8448,0.2714,0.2917,0.7174,0.3704,0.7346,0.156,0,0.1771,1.0,0.0,0.156,0.0415,both,none,0.0,N
EKAW-Individual_Presentation-IASTED-Presentation,Type3,0.8529,-0.007,0.5564,0.5564,0.5217,0.8529,0.5075,0.5217,0.7071,0.6452,0.7583,0.257,0.3328,0.3666,0.0,1.0,0.2496,0.0449,both,both,0.0,N
EKAW-Invited_Speaker-IASTED-Speaker,Type3,0.8333,0.1404,0.5691,0.5691,0.4667,0.8333,0.4419,0.4667,0.8023,0.5556,0.7559,0.1643,0,0.0548,0.0,1.0,0.2224,0.1103,both,one,0.25,N
EKAW-Presenter-IASTED-Hotel_presenter,Type3,0.8913,-0.0542,0.526,0.526,0.6,0.8913,0,0.6,0.7401,0.7,0.8367,0.2482,0,0.4161,0.0,1.0,0.2135,0.1902,both,one,0.25,N
EKAW-Regular_Paper-IASTED-Submission,Type4,0.2244,0,0.1226,0.1226,0.0769,0,0,0.0769,0,0,0.101,0.4488,0,0.256,0.0,0.0,0.1841,-0.2647,both,one,0.25,N
EKAW-Camera_Ready_Paper-IASTED-Submission,Type4,0.2244,0,0.0941,0.0941,0,0,0,0.0556,0,0,0.0962,0.4488,0,0.256,0.0,0.0,0.1841,-0.2647,both,one,0.25,N
EKAW-Student-IASTED-Sponsor,Type4,0.5,0,0.0418,0.0418,0.1429,0.05,0.0526,0.2857,0,0,0.1429,1,0,0.4161,0.14285714285714285,0.0,1,0.7856,both,none,0.0,N
EKAW-Scientific_Event-IASTED-Lecture,Type4,0.6285,0.1865,0.1945,0.1945,0.1875,0,0,0.1875,0,0,0.1852,0.257,1,0.6402,0.0,0.0,0.531,0.1302,both,both,0.08333333333333337,N
EKAW-Demo_Paper-IASTED-Submission,Type4,0.2244,0,0.1702,0.1702,0,0,0,0.2,0,0,0.1768,0.4488,0,0.256,0.0,0.0,0.1841,-0.2647,both,one,0.25,N
EKAW-Programme_Brochure-IASTED-Submission,Type4,0.5,0,0.077,0.077,0.1111,0,0,0.1111,0,0,0.1215,1,0,0.6667,0.0,0.0,0.3427,-0.6573,both,one,0.25,N
EKAW-Poster_Session-IASTED-Speaker_lecture,Type4,0.5,0.1647,0.287,0.287,0.3333,0,0.0233,0.3333,0,0.08,0.2616,1,0,0.3333,0.0,0.0,1,0.6358,both,none,0.0,N
EKAW-Industrial_Paper-IASTED-Submission,Type4,0.2244,0,0.1029,0.1029,0.125,0,0.0217,0.1875,0,0,0.1061,0.4488,0,0.256,0.0,0.0,0.1841,-0.2647,both,one,0.25,N
EKAW-Conference_Session-IASTED-Speaker_lecture,Type4,0.5,0.1088,0.291,0.291,0.1667,0,0.0192,0.2778,0,0,0.2673,1,0,0.3333,0.0,0.0,0.6746,0.2415,both,one,0.19999999999999996,N
EKAW-Conference_Trip-IASTED-Dinner_banquet,Type4,0.3725,0.1063,0.3725,0.3725,0.2,0,0,0.4,0,0,0.3333,0.6637,0,0.2212,0.0,0.0,0.6637,0.4309,both,none,0.0,N
EKAW-Late-Registered_Participant-IASTED-Lecture,Type4,0.297,0,0.0375,0.0563,0.1852,0.05,0.0506,0.1852,0,0,0.2474,0.5939,0,0.3125,0.14285714285714285,0.0,0.4071,-0.1868,both,one,0.25,N
EKAW-Workshop_Paper-IASTED-Submission,Type4,0.2244,0,0.1465,0.1465,0.0714,0,0.025,0.1429,0,0,0.0884,0.4488,0,0.256,0.0,0.0,0.1841,-0.2647,both,one,0.25,N
EKAW-Multi-author_Volume-IASTED-Submission,Type4,0.5674,0.0253,0.0393,0.0133,0.1579,0,0,0.1579,0,0,0.2092,1,0.1347,0.7116,0.0,0.0,0.3459,0.0786,both,both,0.25,N
EKAW-Conference_Paper-IASTED-Submission,Type4,0.2244,0,0.133,0.133,0,0,0,0.125,0,0,0.1414,0.4488,0,0.256,0.0,0.0,0.1841,-0.2647,both,one,0.25,N
EKAW-Organisation-IASTED-Publication,Type4,0.5453,0.3189,0,0,0.5,0.5453,0,0.5,0,0.3158,0.4545,0,0.5115,0.1705,0.0,0.45454545454545453,0.2389,-0.0995,one,both,0.16666666666666663,N
EKAW-Early-Registered_Participant-IASTED-Lecture,Type4,0.297,0,0.0356,0.0563,0.1786,0,0.0488,0.1786,0,0,0.2474,0.5939,0,0.3125,0.0,0.0,0.4071,-0.1868,both,one,0.25,N
EKAW-Web_Site-IASTED-Submission,Type4,0.5,0,0.1455,0.1455,0.3,0,0.0357,0.3,0,0,0.4564,1,0,0.6667,0.0,0.0,0.3427,-0.6573,both,one,0.25,N
EKAW-Demo_Chair-IASTED-Lecture,Type4,0.297,0,0.1509,0.1509,0.2,0,0,0.3,0,0,0.2372,0.5939,0,0.3125,0.0,0.0,0.4071,-0.1868,both,one,0.25,N
EKAW-PC_Chair-IASTED-Lecture,Type4,0.297,0,0.117,0.117,0.125,0,0,0.25,0,0,0.4183,0.5939,0,0.3125,0.0,0.0,0.4076,0.0788,both,one,0.25,N
EKAW-Workshop_Chair-IASTED-Lecture,Type4,0.3405,0.0436,0.3405,0.3405,0.0714,0,0,0.1429,0,0,0.1852,0.5939,0,0.2908,0.0,0.0,0.4076,0.0788,both,one,0.25,N
EKAW-Invited_Talk-IASTED-Video_presentation,Type4,0.2782,0,0.1886,0.1886,0.2222,0,0.0962,0.3333,0,0,0.45,0.5564,0,0.2372,0.0,0.0,0.5564,0,both,none,0.0,N
EKAW-Agency_Staff_Member-IASTED-Sponsor,Type4,0.5,0,0.1404,0.1404,0.1579,0,0.0182,0.1579,0,0,0.1886,1,0,0.4161,0.0,0.14285714285714285,1,0.7856,both,none,0.0,N
EKAW-Presenter-IASTED-Lecture,Type4,0.4834,0.0001,0.2154,0.2154,0.2222,0,0,0.3333,0,0,0.2857,0.5939,0.3729,0.4368,0.0,0.0,0.4219,-0.0393,both,both,0.0,N
EKAW-Flyer-IASTED-Submission,Type4,0.5,0,0.1722,0.1722,0,0,0,0,0,0,0,1,0,0.6667,0.0,0.0,0.3427,-0.6573,both,one,0.25,N
EKAW-Submitted_Paper-IASTED-Submission,Type4,0.6519,0.3328,0.3385,0.3385,0.3333,0.6519,0.3023,0.3333,0,0.2857,0.3928,0.4488,0.2144,0.3191,0.5,0.0,0.187,-0.0104,both,both,0.25,N
EKAW-Demo_Session-IASTED-Speaker_lecture,Type4,0.5,0.1202,0.287,0.287,0.2,0,0.0233,0.2,0,0,0.2409,1,0,0.3333,0.0,0.0,1,0.6358,both,none,0.0,N
EKAW-Paper-IASTED-Submission,Type4,0.6424,0.0266,0.1772,0.1772,0,0,0,0,0,0,0,1,0.2847,0.7616,0.0,0.0,0.3494,0.0028,both,both,0.08333333333333337,N
EKAW-Abstract-IASTED-Form,Type4,0.6126,0.0281,0.1931,0.1931,0.125,0,0,0.125,0,0,0.25,1,0.2252,0.7417,0.0,0.0,0.3074,0.0046,both,both,0.08333333333333337,N
EKAW-Proceedings-IASTED-Building,Type4,0.539,0.2459,0.0425,0.0425,0.3636,0.539,0,0.3636,0,0.2667,0.5,0.0237,0.6073,0.2103,0.0,0.0,0.3758,-0.1292,both,both,0.08333333333333337,N
EKAW-Session-IASTED-Lecture,Type4,0.4911,0.1078,0.2996,0.2996,0.1429,0,0,0.1429,0,0,0.1429,0.257,0.7252,0.5129,0.0,0.0,0.6679,0.2705,both,both,0.0,N
EKAW-Workshop_Session-IASTED-Speaker_lecture,Type4,0.5,0.2,0.3921,0.3921,0.125,0,0.0652,0.25,0,0,0.1786,1,0,0.3333,0.0,0.0,1,0.6358,both,none,0.0,N
EKAW-Industrial_Session-IASTED-Speaker_lecture,Type4,0.3462,0.0342,0.287,0.287,0.1667,0,0.0192,0.2222,0,0,0.2143,0.6924,0,0.2308,0.0,0.0,0.6924,0.0684,both,none,0.0,N
EKAW-Assigned_Paper-IASTED-Submission,Type4,0.3535,0.0867,0.0886,0.0886,0.0714,0.3535,0.025,0.2857,0,0.1,0.2652,0.363,0.2144,0.1925,0.0,0.0,0.2614,0.0411,both,both,0.08333333333333337,N
EKAW-Regular_Session-IASTED-Speaker_lecture,Type4,0.5,0.2317,0.287,0.287,0.2,0,0.0233,0.3333,0,0,0.25,1,0,0.3333,0.0,0.0,1,0.6358,both,none,0.0,N
EKAW-Possible_Reviewer-IASTED-Delegate,Type4,0.75,0.25,0.0731,0.0731,0.1765,0,0,0.1765,0,0,0.2165,1,0.5,0.5801,0.0,0.0,0.3323,-0.1404,both,both,0.16666666666666663,N
EKAW-Tutorial-IASTED-Video_presentation,Type4,0.3328,0.0546,0.3328,0.3328,0.1667,0,0,0.1667,0,0,0.1969,0.5564,0,0.2395,0.0,0.0,0.5564,0,both,none,0.0,N
EKAW-Individual_Presentation-IASTED-Lecture,Type4,0.6285,0.2868,0.2892,0.2892,0.1304,0,0.0299,0.1304,0,0,0.2474,0.257,1,0.5838,0.0,0.0,0.3603,0.0804,both,both,0.0,N
EKAW-Academic_Institution-IASTED-Activity_before_conference,Type4,0.3673,0.109,0.1304,0.1304,0.1538,0.1,0.1053,0.2692,0,0,0.2267,0,0.7346,0.3072,0.1,0.0,0.2613,0.0337,both,both,0.0,N
EKAW-Review-IASTED-Submission,Type4,0.5994,0.0399,0.3182,0.3182,0.1,0,0,0.1,0,0,0.1667,1,0.1988,0.5066,0.0,0.0,0.3326,0.0377,both,both,0.08333333333333337,N
EKAW-OC_Member-IASTED-Lecture,Type4,0.3967,0.0007,0.0141,0.0141,0.1111,0,0,0.2222,0,0,0.4082,0.5939,0.1994,0.379,0.0,0.0,0.4096,0.081,both,both,0.0,N
EKAW-Person-IASTED-Lecturer,Type4,0.358,0.0494,0.1144,0.1144,0.125,0,0,0.25,0,0,0.3333,0,0.7159,0.2386,0.0,0.0,0.3749,0.0068,one,both,0.33333333333333337,N
EKAW-Paper_Author-IASTED-Sponsor,Type4,0.5,0,0.1177,0.1177,0.25,0,0,0.25,0,0,0.2981,1,0,0.4161,0.0,0.2857142857142857,1,0.7856,both,none,0.0,N
EKAW-Contributed_Talk-IASTED-Video_presentation,Type4,0.2782,0,0.1401,0.1401,0.1111,0,0,0.2778,0,0,0.35,0.5564,0,0.2395,0.0,0.0,0.5564,0,both,none,0.0,N
EKAW-Session_Chair-IASTED-Lecture,Type4,0.297,-0.0173,0.2354,0.2354,0.1538,0,0,0.2308,0,0,0.1852,0.5939,0,0.3125,0.0,0.0,0.4076,0.0788,both,one,0.25,N
EKAW-Poster_Paper-IASTED-Submission,Type4,0.2244,0,0.1727,0.1727,0.0833,0,0.0294,0.0833,0,0,0.1179,0.4488,0,0.256,0.0,0.0,0.1841,-0.2647,both,one,0.25,N
EKAW-Evaluated_Paper-IASTED-Activity_before_conference,Type4,0.2793,0.0348,0.0817,0.0817,0.1923,0,0.0132,0.2308,0,0,0.2799,0.0611,0.4974,0.1862,0.0,0.0,0.3107,0.0093,both,both,0.16666666666666674,N
EKAW-Event-IASTED-Conference_activity,Type4,0.3318,0.1152,0.257,0.257,0.2105,0,0,0.2105,0,0,0.3464,0,0.6637,0.2212,0.0,0.0,0.2379,-0.0939,one,both,0.3333333333333333,N
EKAW-PC_Member-IASTED-Delegate,Type4,0.584,0.1819,0.1911,0.1911,0.1111,0,0,0.2222,0,0,0.1179,0.1681,1,0.3894,0.0,0.0,0.3886,0.0126,both,both,0.08333333333333337,N
EKAW-Tutorial_Chair-IASTED-Lecture,Type4,0.297,0,0.2391,0.2391,0.1429,0,0.025,0.2143,0,0,0.2634,0.5939,0,0.3125,0.0,0.0,0.4076,0.0788,both,one,0.25,N
EKAW-Conference_Participant-IASTED-Delegate,Type4,1,0.5,0.2482,0.2482,0.1818,0,0,0.1818,0,0,0.1712,1,1,0.7135,0.0,0.0,0.5459,0.3859,both,both,0.0,N
EKAW-Regular_Paper-SIGKDD-Paper,Type1,0.7941,0.3442,0.5674,0.5674,0.3846,0.7941,0.3514,0.3846,0.4172,0.4286,0.7746,0.4488,0,0.2312,0.0,1.0,0.4488,0.2994,both,none,0.0,N
EKAW-Camera_Ready_Paper-SIGKDD-Deadline_Paper_Submission,Type1,0.5299,0.0797,0.4831,0.4831,0.16,0.5299,0.0274,0.36,0.1011,0.2564,0.6266,0.1494,0,0.1714,0.0,0.0,0.1494,-0.0848,both,none,0.0,N
EKAW-Student-SIGKDD-Registration_Student,Type1,0.7692,0.0505,0.5419,0.5419,0.35,0.7692,0,0.35,0.7393,0.4348,0.8018,0.156,0,0.1758,0.0,1.0,0.156,0.156,both,none,0.0,N
EKAW-Demo_Paper-SIGKDD-Paper,Type1,0.8571,0.3149,0.5066,0.5066,0.5,0.8571,0.4643,0.5,0.4595,0.5455,0.7906,0.4488,0,0.2312,0.0,1.0,0.4488,0.2994,both,none,0.0,N
EKAW-Industrial_Paper-SIGKDD-Paper,Type1,0.75,0.3078,0.6002,0.6002,0.3125,0.75,0.2826,0.3125,0.4172,0.3529,0.7746,0.4488,0,0.2312,0.0,1.0,0.4488,0.2994,both,none,0.0,N
EKAW-Conference_Session-SIGKDD-Conference,Type1,0.9222,0.0994,0.6924,0.6924,0.5556,0.9222,0.5385,0.5556,0.7275,0.6667,0.8018,0,0,0,1.0,0.0,0,-0.1048,one,one,0.19999999999999996,N
EKAW-Tutorial_Abstract-SIGKDD-Abstract,Type1,0.8333,0.3273,0.5815,0.5815,0.4706,0.8333,0.4082,0.4706,0.7071,0.5714,0.7906,0.2006,0,0.1053,0.0,1.0,0.2006,0.1183,both,none,0.0,N
EKAW-Conference_Trip-SIGKDD-Conference,Type1,0.95,0.087,0.6164,0.6164,0.6667,0.95,0.6512,0.6667,0.4795,0.7619,0.7906,0,0,0,1.0,0.0,0,-0.1869,one,none,0.0,N
EKAW-Workshop_Paper-SIGKDD-Paper,Type1,0.7778,0.3356,0.5733,0.5733,0.3571,0.7778,0.275,0.3571,0.4943,0.4,0.7746,0.4488,0,0.2312,0.0,1.0,0.4488,0.2994,both,none,0.0,N
EKAW-Conference_Paper-SIGKDD-Conference_hall,Type1,0.8481,0.0981,0.5744,0.5744,0.75,0.8481,0.6739,0.75,0.5191,0.6667,0.6614,0.0222,0,0.068,0.7333333333333333,0.0,0.0222,-0.4266,both,none,0.0,N
EKAW-Web_Site-SIGKDD-Webmaster,Type1,0.5792,0.3837,0.4271,0.4271,0.5556,0.5792,0.28,0.6667,0,0.1538,0.9014,0,0,0.0545,0.375,0.0,0,-0.3069,both,none,0.0,N
EKAW-Demo_Chair-SIGKDD-Program_Chair,Type1,0.5952,0,0.5716,0.5716,0.4615,0.5952,0,0.5385,0.4643,0.4211,0.625,0,0,0.1897,0.0,0.6,0,0,both,none,0.0,N
EKAW-Document-SIGKDD-Document,Type1,1,0.5512,1,1,1,1,1,1,1,1,1,0,1,0.3333,1.0,1.0,0.3673,0.1752,none,both,0.0,Y
EKAW-PC_Chair-SIGKDD-General_Chair,Type1,0.6686,-0.0237,0.569,0.569,0.4615,0.6686,0,0.4615,0.3622,0.4706,0.6708,0,0,0.2195,0.0,0.75,0,0,both,none,0.0,N
EKAW-Workshop_Chair-SIGKDD-Program_Chair,Type1,0.6584,0.0894,0.6584,0.6584,0.5,0.5082,0.05,0.5714,0.4913,0.3478,0.6071,0,0,0.1897,0.0,0.46153846153846156,0,0,both,none,0.0,N
EKAW-Conference_Banquet-SIGKDD-Conference,Type1,0.9222,0.0994,0.7097,0.7097,0.5556,0.9222,0.5385,0.5556,0.4795,0.6667,0.7559,0,0,0,1.0,0.0,0,-0.1869,one,none,0.0,N
EKAW-Invited_Talk-SIGKDD-Invited_Speaker,Type1,0.7638,0.5297,0.6015,0.6015,0.6,0.7638,0.5116,0.6667,0.5463,0.5217,0.6875,0.179,0,0.0989,0.6666666666666666,0.0,0.179,0.0886,both,none,0.0,N
EKAW-Invited_Talk_Abstract-SIGKDD-Deadline_Abstract_Submission,Type1,0.4664,-0.1904,0.4381,0.4381,0.2143,0.4664,0.0122,0.4286,0.3571,0.3111,0.5415,0.0823,0,0.0883,0.0,0.0,0.0823,0.0085,both,none,0.0,N
EKAW-Agency_Staff_Member-SIGKDD-Program_Committee_member,Type1,0.5572,0.0296,0.5572,0.5572,0.4167,0.4091,0,0.4167,0.2683,0.2564,0.4692,0,0,0.1036,0.0,0.3684210526315789,0,0,both,none,0.0,N
EKAW-Negative_Review-SIGKDD-Review,Type1,0.8,0.5873,0.5539,0.5539,0.4,0.8,0.3721,0.4,0.5605,0.4706,0.7906,0.2714,0,0.1153,0.0,1.0,0.2714,0.1073,both,none,0.0,N
EKAW-Rejected_Paper-SIGKDD-Paper,Type1,0.7778,0.2926,0.5465,0.5465,0.3571,0.7778,0.325,0.3571,0.3592,0.4,0.7746,0.2578,0,0.1575,0.0,1.0,0.2578,0.1498,both,none,0.0,N
EKAW-Conference_Proceedings-SIGKDD-Conference,Type1,0.8935,0.1087,0.6009,0.6009,0.4545,0.8935,0.4375,0.4545,0.592,0.5714,0.7746,0,0,0,1.0,0.0,0,-0.0891,one,none,0.0,N
EKAW-Submitted_Paper-SIGKDD-Deadline_Paper_Submission,Type1,0.6781,-0.0851,0.6047,0.6047,0.24,0.6781,0.0274,0.32,0.1383,0.3889,0.6746,0.1494,0,0.1308,0.0,0.0,0.115,-0.1991,both,one,0.5,N
EKAW-Paper-SIGKDD-Paper,Type1,1,0.5512,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,0.3266,-0.2311,both,one,0.33333333333333337,Y
EKAW-Abstract-SIGKDD-Abstract,Type1,1,0.2647,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,0.2745,0.169,both,one,0.33333333333333337,Y
EKAW-OC_Chair-SIGKDD-General_Chair,Type1,0.6686,0,0.569,0.569,0.4615,0.6686,0,0.4615,0.3622,0.4706,0.6708,0,0,0,0.0,0.75,0,0,both,none,0.0,N
EKAW-Assigned_Paper-SIGKDD-Paper,Type1,0.7778,0.1927,0.5202,0.5202,0.3571,0.7778,0.325,0.3571,0.3592,0.4,0.7746,0.363,0,0.121,0.0,1.0,0.3104,0.1405,both,one,0.33333333333333337,N
EKAW-Review-SIGKDD-Review,Type1,1,0.713,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,0.2712,-0.2809,both,one,0.33333333333333337,Y
EKAW-Neutral_Review-SIGKDD-Review,Type1,0.8158,0.6072,0.574,0.574,0.4286,0.8158,0.35,0.4286,0.5605,0.5,0.7638,0.2714,0,0.1335,0.0,1.0,0.2714,0.0112,both,none,0.0,N
EKAW-Invited_Speaker-SIGKDD-Invited_Speaker,Type1,1,0.1667,1,1,1,1,1,1,0.9706,1,1,0.3952,0,0.1317,1.0,1.0,0.3952,0.1547,both,none,0.0,Y
EKAW-OC_Member-SIGKDD-Organizing_Committee_member,Type1,0.6113,0.0103,0.5229,0.5229,0.3333,0.6113,0.0253,0.3333,0.3441,0.3125,0.7071,0,0,0.2195,0.1111111111111111,0.7777777777777778,0,0,both,one,0.25,Y
EKAW-Person-SIGKDD-Person,Type1,1,0.6465,1,1,1,1,1,1,1,1,1,0,0.2611,0.087,1.0,1.0,0.1857,-0.0045,none,both,0.0,Y
EKAW-Paper_Author-SIGKDD-Author_of_paper,Type1,0.9583,0.0708,0.6667,0.6667,0.2,0.9583,0.3256,0.4,0.6694,0.6087,0.9129,0.0983,0,0.1353,0.0,0.08333333333333333,0.0983,-0.1112,both,none,0.0,N
EKAW-Session_Chair-SIGKDD-Program_Chair,Type1,0.5921,0.0231,0.5921,0.5921,0.4615,0.5255,0,0.5385,0.5641,0.3636,0.6,0,0,0.1897,0.0,0.46153846153846156,0,0,both,none,0.0,N
EKAW-Poster_Paper-SIGKDD-Paper,Type1,0.8313,0.3891,0.6236,0.6236,0.4167,0.8313,0.3235,0.4167,0.4172,0.4615,0.8367,0.4488,0,0.2272,0.2,1.0,0.4488,0.2994,both,none,0.0,N
EKAW-Evaluated_Paper-SIGKDD-Paper,Type1,0.7632,0.321,0.5175,0.5175,0.3333,0.7632,0.3023,0.3333,0.3592,0.375,0.7746,0.2467,0,0.0822,0.0,1.0,0.2699,0.1044,both,one,0.16666666666666663,N
EKAW-SC_Member-SIGKDD-Organizing_Committee_member,Type1,0.5794,-0.0215,0.5229,0.5229,0.2963,0.5794,0,0.2963,0.3071,0.3125,0.6455,0,0,0.2195,0.0,0.7777777777777778,0,0,both,none,0.0,N
EKAW-Conference-SIGKDD-Conference,Type1,1,0.05,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,-0.1592,one,none,0.0,Y
EKAW-PC_Member-SIGKDD-Organizing_Committee_member,Type1,0.5794,-0.0515,0.5229,0.5229,0.2963,0.5794,0,0.2963,0.3441,0.3125,0.6455,0,0,0,0.0,0.7777777777777778,0,0,both,one,0.25,N
EKAW-Accepted_Paper-SIGKDD-Paper,Type1,0.7778,0.2816,0.5533,0.5533,0.3571,0.7778,0.275,0.3571,0.3592,0.4,0.8062,0.2578,0,0.1463,0.0,1.0,0.2578,0.1498,both,none,0.0,N
EKAW-Tutorial_Chair-SIGKDD-Program_Chair,Type1,0.6332,-0.0369,0.6332,0.6332,0.5714,0.5082,0,0.6429,0.4643,0.3478,0.6429,0,0,0.1897,0.0,0.46153846153846156,0,0,both,none,0.0,N
EKAW-Conference_Participant-SIGKDD-Conference_hall,Type1,0.7848,-0.1087,0.5744,0.5744,0.5455,0.7848,0.4844,0.5455,0.3759,0.5455,0.625,0.1809,0,0.1382,0.7333333333333333,0.0,0.0858,0.0858,both,one,0.33333333333333337,N
EKAW-Positive_Review-SIGKDD-Review,Type1,0.8,0.5914,0.5559,0.5559,0.4,0.8,0.3721,0.4,0.5605,0.4706,0.7906,0.2714,0,0.1335,0.0,1.0,0.2714,0.0112,both,none,0.0,N
EKAW-Organising_Agency-SIGKDD-Organizing_Committee,Type1,0.7254,0.0461,0.1969,0.6169,0.5,0.7254,0.2759,0.55,0,0.3636,0.4833,0,0,0.08,0.35294117647058826,0.0,0,0,both,none,0.0,N
EKAW-Conference_Paper-SIGKDD-Conference,Type2,0.94,0.0919,0.5345,0.5345,0.625,0.94,0.6087,0.625,0.8176,0.7273,0.8367,0,0,0,1.0,0.0,0,-0.0222,one,none,0.0,N
EKAW-Conference_Participant-SIGKDD-Conference,Type2,0.8935,0.1087,0.5363,0.5363,0.4545,0.8935,0.4375,0.4545,0.592,0.5714,0.7416,0,0,0,1.0,0.0,0,-0.0858,one,one,0.33333333333333337,N
EKAW-Paper_Author-SIGKDD-Author,Type3,0.9333,-0.0251,0.6171,0.6171,0.5,0.8529,0.4118,0.5,0.9333,0.5714,0.7746,0.2118,0,0.1605,0.0,1.0,0.1188,0.0205,both,one,0.25,Y
EKAW-Regular_Paper-SIGKDD-Abstract,Type4,0.2244,-0.5697,0.1402,0.1402,0.1538,0,0.027,0.2308,0,0,0.1852,0.4488,0,0.3575,0.0,0.0,0.4488,0,both,none,0.0,N
EKAW-Camera_Ready_Paper-SIGKDD-Abstract,Type4,0.2244,-0.5137,0.115,0.115,0.1667,0,0.0192,0.1667,0,0,0.3043,0.4488,0,0.3575,0.0,0.0,0.4488,0,both,none,0.0,N
EKAW-Student-SIGKDD-Listener,Type4,0.5,0,0.2026,0.2026,0.25,0,0,0.5,0,0,0.4286,1,0,0.4204,0.0,0.0,1,0.6643,both,none,0.0,N
